question,cluster,label,label_int
kalo ingin terminasi gimana caranya?,0,information,0.0
estimasi layanan jika melakukan terminasi berapa lama?,-1,information,0.0
Halo Biznet,-1,,
Saya ingin mengetahui cara cek IP layanan Biznet home saya.,-1,information,0.0
Promo saat ini apa aja?,0,information,0.0
apakah tidak ada promo 2+1?,0,information,0.0
"Internet saya untuk bermain game genshin impact ping tinggi, apakah ada solusi?",-1,information,0.0
jika ingin mengetahui ip yang saya gunakan bagaimana?,-1,information,0.0
Boleh diinformasikan paket Gamers ada apa saja?,-1,information,0.0
reset FUP biasanya dilakukan kapan?,-1,information,0.0
"Saya ada keperluan ganti paket tapi masih panjang masa aktifnya, apakah bisa diproses sekarang?",-1,information,0.0
jika ada los merah pada modem saya itu kenapa?,0,information,0.0
saya ingin melakukan pembayaran bisa lewat mana saja?,0,information,0.0
"Saya mau terminasi layanan, bagainmana prosesnya?",-1,,
Relokasi apabila tidak tercover bagaimana?,0,information,0.0
bisa diinformasikan VA untuk bank yang tersedia?,3,information,0.0
"Bisa dicek untuk coverage area alamat berikut: Kp. Pada Beunghar, Rt.03/05, Kel.Babakan Pasar, Kec. Bogor tengah, Kota Bogor, 16126",-1,,
"Internet saya tidak stabil, apakah ada kendala?",0,information,0.0
Apakah kecepatan Internet Biznet Home tetap konstan sepanjang waktu?,0,information,0.0
Bisakah saya menggunakan layanan Biznet Home untuk bisnis/perusahaan?,0,information,0.0
Apakah Terdapat Garansi pada Perangkat Smart Internet WiFi ?,-1,information,0.0
"Layanan saya terkendala down, estimasi perbaikannya kapan ya?",-1,information,0.0
bagaimana cara cek ping dan tracert?,-1,information,0.0
Latency untuk layanan biznet home normalnya berapa ya?,-1,information,0.0
Apa yang memengaruhi latency tinggi?,-1,information,0.0
Apakah ada rekomendasi penggunaan tipe kabel LAN?,0,information,0.0
Modem Biznet tipenya apa saja?,0,information,0.0
Rekomendasi perangkat tambahan untuk memperluas jangkauan wifi apakah ada?,-1,information,0.0
"Jika tidak tercover alamat saya, biasanya sampai kapan harus menunggu?",-1,information,0.0
Jangkauan sinyal wifi biznet optimalnya berapa?,-1,information,0.0
Apakah ada ketentuan untuk berlangganan kembali,0,information,0.0
Apakah ada ketentuan untuk rekoneksi layanan yang sudah lama tidak dibayarkan?,-1,information,0.0
Mengapa layanan biznet Home sering terjadi kendala area?,-1,,
karena internet down,-1,problem,2.0
mau beli add on,-1,,
beli add on,-1,,
mau beli kuota,-1,,
mau beli quota,-1,,
harga paket 0D,0,information,0.0
harga paket 2D,0,information,0.0
saya mau beli promo,-1,,
harga paket 3D,0,information,0.0
harga paket 0DS,0,information,0.0
harga paket 1DS,0,information,0.0
harga paket 2DS,0,information,0.0
harga paket 3DS,0,information,0.0
harga paket 0DW,0,information,0.0
harga paket 1DW,0,information,0.0
harga paket 2DW,0,information,0.0
harga paket 3DW,0,information,0.0
harga paket 1DN,0,information,0.0
harga paket 2DN,0,information,0.0
harga paket 3DN,0,information,0.0
berapa harga pembelian modem,0,information,0.0
berapa harga modem menyewa,0,information,0.0
apakah jika berlangganan dikenakan masa kontrak,0,information,0.0
"bagaimana jika ingin perpindahan modem, namun alamat barunya tidak tercakup",0,information,0.0
bagaimana cara perpindahan modem ke lokasi yang baru,0,information,0.0
Apakah biznet menyediakan layanan dengan TV channel,0,information,0.0
Apakah ada channel HBO,-1,information,0.0
apakah ada garansi pembelian modem di awal,0,information,0.0
berapa harga STB,-1,information,0.0
apakah ada garansi untuk pembelian STB,-1,information,0.0
apakah biznet memiliki tanggal jatuh tempo,-1,information,0.0
apakah yang akan terjadi jika sudah melewati masa tenggang,-1,information,0.0
assalamualaikum,-1,,
Salam sejahtera,-1,,
"jika status akun sudah terminasi, apakah bisa berlangganan lagi?",-1,information,0.0
saya mau relokasi ke dalung,-1,,
eh gajadi saya mau upgrade aja ke paket gamers,-1,,
apakah akan dikenakan biaya?,0,information,0.0
apakah akan dikenakan denda jika ada keterlambatan pembayaran,0,information,0.0
Gak tau males pengen beli truck,-1,,
apakah layanan biznet memiliki kompensasi,0,information,0.0
lalu bagaimana jika kendalanya lama teratasi dan tidak ada kompensasi,-1,information,0.0
apakah download dan uploadnya simetris,-1,information,0.0
apakah bisa menambahkan akun dengan data yang sama,-1,information,0.0
"bagaimana jika ada kesalahan pembayaran, apakah bisa direfund",0,information,0.0
apakah bisa melakukan pergantian paket,0,information,0.0
apakah bisa melakukan pergantian data,-1,information,0.0
apakah jika dilakukan perbaikan teknisi ke lokasi dikenakan biaya,0,information,0.0
berapa lama estimasi perbaikan gangguan,-1,information,0.0
Apakah dikenakan biaya jika ingin perubahan paket,0,information,0.0
berapa hari perhitungan masa aktif,-1,information,0.0
berapa harga pembelian modem layanan home?,0,information,0.0
apakah biznet memiliki promo pembayaran,0,information,0.0
Berapa biaya untuk pengajuan relokasi?,0,information,0.0
apakah bisa memanggil teknisi biznet untuk memasangkan router tambahan,0,information,0.0
Berapa biaya untuk pengecekan layanan di luar segmentasi biznet?,0,information,0.0
Benefit yang didapatkan untuk paket 0D?,-1,,
Berapa Bandiwdth yang didapatkan di paket Biznet Home 1D?,0,information,0.0
"halo, saya ingin berlangganan internet & tv",-1,,
kendala jaringan internet modem los merah,0,information,0.0
bagiamana cara cek FUP paket?,-1,information,0.0
jalan Gajah nomor 114\nkel Pandau Hulu II\nkec Medan Area\nkota Medan,-1,,
apakah biznet home mengeluarkan invoice,-1,information,0.0
bagaimana cara mengetahui jika ada gangguan,0,information,0.0
cara ganti password secara mandiri?,-1,information,0.0
biaya per bulan berapa?,0,information,0.0
cara order promo secara mandiri?,-1,information,0.0
paket internet dan tv berapa per bulan?,0,information,0.0
IP apa yang saya dapatkan jika berlangganan layanan Biznet Gamer 3D?,-1,information,0.0
penyebab jaringan slow?,-1,problem,2.0
Berapa harga layanan IPTV?,0,information,0.0
apakah biznet melakukan pemblokiran IP tertentu,0,information,0.0
apakah ganti paket akan mengakumulasikan masa aktif yang sedang berjalan?,-1,information,0.0
Bagaimana untuk perhitungan masa aktif layanan?,-1,information,0.0
order promo yang tersedia saat ini?,0,information,0.0
Bagaimana untuk perhitungan kouta internet kita?,0,information,0.0
bagaimana jika kita telat melakukan pembayaran apakah adanya denda?,0,information,0.0
Apakah bisa melakukan berhenti berlangganan apabila masih dalam masa kontrak?,0,information,0.0
Apakah bisa menggunakan DNS selain dari Biznet?,0,information,0.0
estimasi waktu pembayaran jika melakukan order promo?,-1,,
beli kuotq,-1,,
beli addon,-1,,
Cara ganti password mandiri gimana?,2,information,0.0
halo saya mau beli quota lagi,-1,,
mau beli promo,-1,,
mau ganti paket,0,information,0.0
mau order promo,-1,,
Mai order promo,-1,,
Hi sisa ekstra kuota saya brp?,-1,,
jika ingin tambah ekstra kuota gmn?,-1,,
lambat banget main ayodance,-1,problem,2.0
Internya loss merah kak,-1,,
Indikator loss di modem,-1,,
Apakah saya bisa berlangganan hanya 3 bulan saja dengan skema modem menyewa?,0,information,0.0
"Hallo siang, saya mau berhenti berlangganan karena mau pindah alamat",-1,,
"Hallo, saya mau tanya mengapa masa aktif habisnya tidak selalu sama dan terkadang maju ?",-1,,
"Jika ingin reloksi ke alamat barun dan alamat baru saya sudah tercakup, syaratnya apa saja?",-1,information,0.0
"hallo,saya ingin melakukan pengecekan FUP akun layanan saya",-1,,
"Jika saya melakukan pergantian paket dan masa aktif saya masih tersisa dipaket sebelumnya, apakah sisa masa aktif tersebut akan hangus?",-1,information,0.0
"Saya ingin melakukan pembayaran dengan promo tetapi masa aktif saya masih sampai dengan 30 Desember 2024, apakah jika saya melakukan pembayaran hari ini masa aktif akan terkakumulasi?",-1,information,0.0
Apakah bisa dinformasikan untuk Type modem yang disediakan oleh biznet?,0,information,0.0
Jika berlangganan dengan skema modem membeli apakah ada garansi modemnya?,0,information,0.0
Mohon diinformasikan promo apa saja yang berlaku saat ini untuk pelanggan lama?,0,information,0.0
Untuk layanan Biznet Home apakah menyedaiakan invoice pembayaran?,-1,information,0.0
Apakah layanan Biznet Home mempunyai SLA apabila internetnya down?,0,information,0.0
"Saya ingin melakukan pergantian data nama akun, sayarat nya bisa diinformasikan apa saja?",-1,information,0.0
Harga paket 1D berapa?,0,information,0.0
Apakah Biznet menyediakan layanan internet untuk sekolah?,0,information,0.0
Brach terdekat dari lokasi saya saat in idi gunung putri,-1,,
Untuk pengaduan bisa diinformasikan melalui apa saja saat ini?,0,information,0.0
Untuk estimasi kunjungan perbaikan dengan teknisi berapa lama?,-1,information,0.0
berapa harga produk di biznet,-1,information,0.0
Apakah biaya installasi awal setiap daerah berbeda?,-1,information,0.0
"Akun saya sebelumnya sudah terminated dengan skema modem membeli lalu ingin berlangganan kembali, apakah modemnya dapat digunkan kembali?",0,information,0.0
harga paket 2D berapa?,0,information,0.0
Bagaimana cari ganti password wifi?,2,information,0.0
Apakah dikenakan kontrak berlangganan untuk layanan Biznet Home?,0,information,0.0
Mohon diinformasikan untuk metode pembayaran layanan Biznet bisa melalui apa saja?,0,information,0.0
Bagaimana Cara sembunyikan SSID wifi?,2,information,0.0
"Berapa jarak jangkauan signal wifi 2,4 Ghz?",-1,information,0.0
Berapa jarak jangkauan signal wifi 5 Ghz?,-1,information,0.0
Promo layanan Biznet?,-1,,
Berapa harga promo 3+1 daerah kota surabaya?,-1,information,0.0
Berapa harga promo 6+2 daerah Yogyakarta?,-1,information,0.0
Berapa harga promo 9+3 daerah Bandung?,-1,information,0.0
Berapa harga promo 12+5 daerah Jakarta selatan?,-1,information,0.0
Berapa lama Masa aktif layanan Biznet Home?,0,information,0.0
Berapa lama masa tenggang layanan Biznet Home?,0,information,0.0
Harga add on IPTV?,0,information,0.0
Bagaimana cara restart modem?,0,information,0.0
"Jika ingin pindah alamat, namun lokasi baru tidak tercakup, bagaimana?",0,information,0.0
Penyebab jaringan lambat karena apa?,-1,information,0.0
cara membeli add on kuota?,-1,information,0.0
login my biznet gimana?,-1,,
Kalo beli modem harganya berapa ya??,0,information,0.0
ingin beli extra kuota,-1,,
saya mau complaint,-1,,
loss merah,-1,,
harga produk biznet,-1,,
ingin membeli kuota,-1,,
001000378036,-1,,
Internet aga lambat,-1,problem,2.0
mau beli etra quota,-1,,
mau beli extra quota,-1,,
apakah palmerah jakarta tercover,-1,information,0.0
harga modem biznet home,0,information,0.0
cara login my biznet,-1,information,0.0
Modem los,-1,,
tidak saya ingin membeli modem biznet baru,0,information,0.0
menambah perangkat yang sudah ada,-1,,
biznet home,4,information,0.0
saya maut ambah modem,0,information,0.0
ya router mesh wifi,-1,,
Los modem min,-1,,
Los,-1,,
modem saya loss,-1,,
Mau ke cs,-1,,
saya mau ubah paket,-1,,
ubah paket ke 3D,0,information,0.0
saya mau terhubung dengan cs,-1,,
Ingin cp,-1,,
Change package,-1,,
Ke pake home 1d,-1,,
Bisa gak aku config modem manual ?,-1,,
Bisa gak config modem mamual?,-1,,
Oke kalok mai ganti pw wifi ?,-1,,
Terus kalok promo ada gak?,0,information,0.0
Oke aku ada rencana pasang di surabaya di merr ke cover gak ?,-1,,
Paketnya apa aja ya?,0,information,0.0
Kalok pkek kabel bawah ranah kenak biaya gak ?,-1,,
Kalok bolej tau reminder pembayaran dikirim kapan ?,-1,information,0.0
Ada modem wireless gak ?,-1,,
Apakah tidak ada promo beli modem ?,0,information,0.0
Cara bayar via mandiri,-1,information,0.0
Nomer va bsi,-1,,
Kalok lupa username sama password pppoe gemana ?,-1,,
Cara download aplikasi my biznet dimana ?,-1,information,0.0
Cara diwnload aplikasi my biznet domana?,-1,information,0.0
Biaya pasang baru biznet berapa ?,0,information,0.0
Kalok harga relokasi home ?,-1,,
Kalok mau ngjuin sponsor kemana ?,-1,,
Ciri ciri tiang biznet gemana ? Soalnya ada tiang miring di jalan,-1,,
Biznet bagus gal sih ?,-1,,
Kalok mau langganan caranya gemana ?,0,information,0.0
Oke biatanya berapa ?,0,information,0.0
Oke terus bisa cek coverage gak ?,-1,,
Saya mau pasang di soe,-1,,
Lebih mahal ya hatganya?,-1,,
Oke terus kalok nambah touter gitu bisa gak,-1,,
Yep nambah router mesh wifi,-1,,
Bukanya kmren ada ya ?,-1,,
Oke cara belinya gmn ?,-1,information,0.0
Kalok harga paket 0d brrapa?,0,information,0.0
Bukan 0dw tapi 0d,-1,,
Tapi kenapa tadi infonya 0dw bukan 0d?,-1,,
Oke terus kapan reminder pembayaran dikirim?,-1,information,0.0
Oke lalu kalok modem saya los merah saya harus apa ?,0,information,0.0
Apa aladan saya pilih biznet home ?,0,information,0.0
Terus kalok benefit 0d apa aja yg bisa saya dapet ?,-1,information,0.0
Estimasi waktu bayar promo,-1,,
Masa kontrak berlaku berapa lama ?,0,information,0.0
Terus kalok berenti sebelum lontrak habis denda gitu ?,-1,,
saya mau ganti paket,-1,,
hubungkan ke agent,-1,,
Saya ingin ganti paket ke Gamers 3D,-1,,
Berbicara dengan cs,-1,,
internet di rumah tidak bisa dipake,0,information,0.0
harga 1D,0,information,0.0
live agent dong,-1,,
"Mau tanya tentang Biznet Home, ada paket apa ajaa?",0,information,0.0
"Halo Pagi, mau tanya tentang biznet home",-1,,
Paket termahal Biznet Home apa ya?,0,information,0.0
Paket termahal apa ya?,0,information,0.0
Bisa dititalin untuk Biznet Home 3D? beli modem,-1,,
Totalin harga untuk ini berapa? sewa modem,0,information,0.0
Kalo modem sewa totalnya berapa?,0,information,0.0
kalo beli modem?,0,information,0.0
aku pasang baru,0,information,0.0
saya mau pasang baru dengan beli modem dan paket Biznet Home 3D,-1,,
Live agent,-1,,
kenapa sih jaringan saya suka terputus sambung?,-1,,
bisa sambungkan ke live agent,-1,,
kenapa wifi 5G saya suka tidak terdetect?,-1,,
mau pindah lokasi,-1,,
proses nya berapa lama?,-1,information,0.0
Cek koneksi,-1,,
Kalau saya terhalang sekat bagaimana Kak? soalnya modemnya jauh dari area yang saya gunakan,-1,information,0.0
Internet saya ngga bisa digunakan,0,information,0.0
saya mau pindah,-1,,
kenapa sering sekali terjadi kendala loss merah?,-1,,
"pindah ke Jl. Pd. Mitra Lestari No.11 Blok A4, RT.002/RW.005, Jaka Setia, Bekasi Selatan, Bekasi, West Java 17147",-1,,
itu dikenakan biaya tidak?,-1,,
Kalau ada gangguan area perbaikannya sampai kapan?,-1,information,0.0
kenapa koneksi inet saya lemot banget ya?,-1,,
berapa hari tuh proses nya,-1,information,0.0
bisa gk saya minta proses nya hanya 2 hari,-1,,
kenapa koneksi internet saya up down?,0,information,0.0
klo gitu diskon dong,-1,,
"kan lama proses nya di 7 hari, mahal tapi lama",-1,,
klo saya mau terminasi gimana?,0,information,0.0
dih kok di kenakan pinalti?,-1,,
saya beli modem waktu itu dan tidak ada penjelasan kontrak,-1,,
Ada promo pembayaran?,0,information,0.0
Paket 3 Plus 1 hargfanya berapa?,-1,information,0.0
Area Jawa ada paket apa saja?,0,information,0.0
Ada paket 350mbps?,-1,,
Kalau mau promo bisa telfon ke mana?,-1,,
Massa aktif saya sampai kapan?,-1,information,0.0
Bisa ganti paket sekarang?,-1,,
Massa aktif nya bakal hangus ga?,-1,,
Gimana caranya?,0,information,0.0
Buat pake akun MyBiznet log innya bagaimana?,-1,information,0.0
Promo saat ini?,0,information,0.0
Harga promo 9+3?,-1,,
Internet saya terputus putus,0,information,0.0
saya mau cek jumlah perangkat yg terhubung ke modem saya,0,information,0.0
Lokasi saya sudah tercakup belum ya?,-1,,
"Villa Mahkota Pesona, Blok IJ 8 no 6, Bojong Kulur, Gunung Putri",-1,,
informasi promo,-1,,
mau ganti paket gimana caranya,0,information,0.0
saya tidak hapal,-1,,
Masa aktif saya hingga 2025 ya. Apakah bisa mengikuti salah satu promo tersebut?,-1,information,0.0
internet saya slow,-1,problem,2.0
Jadi baiknya gimana om?,0,information,0.0
"baik, \nkalo masa aktifnya hinga 3 Januari 2025 gimana om?",-1,,
Change package with another ID,-1,,
1000032151,-1,,
Internet saya terputus putus tiap malam,-1,problem,2.0
hasil speedtest saya tida 1:1,-1,,
Apakah ada promo tahunan?,0,information,0.0
"Internet saya tidak simetris, upload dan download tidak sesuai",-1,,
Change package with  another ID,-1,,
Cakupan area?,-1,,
Bisa ga kalo saya ganti paket layanan dibawahnya?,-1,,
Kenapa lokasi saya gak bisa pake biznet?,0,information,0.0
Upload dan download tidak Symmetrical,-1,,
Untuk prosesnya berapa lama?,-1,information,0.0
Upload dan download tidak simetris,-1,,
Sudah punya Biznet,-1,,
Internet mati ni,-1,problem,2.0
"min saya rencana mau pindah rumah, apakah tetap bisa berlangganan layanan biznetnya?",-1,information,0.0
promo 3+1 berapa,-1,information,0.0
untuk biaya relokasi itu berapa ya min?,0,information,0.0
proses terminasi,-1,,
promo 6+2 berapa,-1,information,0.0
"i wanna check coverage area, can you help me?",-1,,
"i live in pantai indah kapuk 3, north jakarta",-1,,
untuk pengecekan jaringan sudah tercover atau belum bagaimana ya?,-1,information,0.0
Ingin merubah paket,-1,,
i wanna ask to create a trouble ticket,-1,,
ingin ganti paket aja,-1,,
"saya cek udah tercover, saya bisa ajukan sendiri atau perlu oleh customer ya?",-1,,
i wanna terminate my account,-1,,
Cara relokasi bagaimana?,0,information,0.0
Berapa lama prosesnya?,-1,information,0.0
Berapa biaya relokasi?,0,information,0.0
bagaimana cara cek cakupan area?,0,information,0.0
"Kendal, Bangunkerto, Turi, Sleman, Yogyakarta",-1,,
Internet saya up and down,-1,problem,2.0
Bagaimana apabila alamat baru tidak tercakup untuk relokasi?,-1,information,0.0
Request dong mau ikut promo,-1,,
Ada biaya penalty untuk terminasi?,-1,,
mau tanya paket,-1,,
alamat saya sudah tercover belum ya?,-1,,
kalau dirumah pakai smart tv dan cctv pakai yang mana ya?,0,information,0.0
ada promo apa bulan ini?,0,information,0.0
bukan disitu alamatnya,-1,,
Kalau karena internet lambat apakah ada penalty untuk terminasi?,-1,information,0.0
wilayah sukawati bali,-1,,
baru berlangganan,0,information,0.0
Info produk Biznet home,-1,,
Saya mau tanya pembayaran biznet bisa apa saja.,0,information,0.0
biznet home yang berapa ya?,-1,information,0.0
aku gabisa bayar lewat VA BCA,-1,,
bisa di jelaskan detail harga masing masing dari promo tersebut,-1,,
mau tanya cakupan min,-1,,
berapa harga layanan Biznet Home Internet 1D,0,information,0.0
apakah bisa diinformasikan status perangkat modem saya ini sewa atau beli?,0,information,0.0
berapa lama massa kontrak berlangganan biznet?,0,information,0.0
saya ingin tanya Biznet,-1,,
mau nanya desember ini ada promo apaan aja ya?,0,information,0.0
Tolong cek jaringan saya,-1,,
apakah biznet home tercover area cibinong?,-1,information,0.0
lagi ada promo apa yah?,0,information,0.0
saat ini internet ku down,-1,problem,2.0
Berapa harga 1 unit IPTV?,0,information,0.0
Mau ikut promo bisa,-1,,
Payment,-1,,
saya ga bs bayar via VA,-1,,
boleh diinformasikan promo Biznet Home?,-1,,
selain itu ada promo apa lagi? itu doang?,0,information,0.0
ada paket apa saja di biznet home?,0,information,0.0
Kalau kendala internet mati saya harus bagaimana?,0,information,0.0
Bayar promo,-1,,
cara berlangganan baru bagaimana?,0,information,0.0
apakah dapat ip publik?,-1,information,0.0
apakah pembayarannya bisa menggunakan kartu kredit?,0,information,0.0
tanya produk,-1,,
mau ganti paket ke Biznet Home yang lebih tinggi,0,information,0.0
Pembayaran lewat UOB bisa atau tidak?,-1,,
gak ada promo spesial tahun baru?,0,information,0.0
baik terimakasih,-1,,
ikut promo,-1,,
kalau pasang baru apa dapat promo juga?,0,information,0.0
Kok lama,-1,,
Promo 2025,-1,,
promo di nusa tenggara,-1,,
engga dulu deh,-1,,
sudah restart modem masih sama,-1,,
Saya mau ubah nama wifi,-1,,
ada paket paling murah berapa?,-1,information,0.0
"Kalau tidak ada lampu merah LOS, namun lampu PON berkedip, apa yang harus saya lakukan?",-1,information,0.0
kurang menarik promonya,-1,,
ke Biznet Home 3D bisa ga?,-1,,
Apakah tidak ada promo tahun baru?,0,information,0.0
apakah ada promo khusus untukku?,0,information,0.0
biznet home 0dn,4,information,0.0
cara daftar nya gimana?,0,information,0.0
Klo ubah password?,-1,,
Saya ada kendala pembayaran nih,-1,,
Promo apa yang saat ini tersedia?,0,information,0.0
ada indikator loss merah,-1,,
Internet,-1,,
Kalo mau relokasi dong,-1,,
Inet saya down,-1,problem,2.0
tahun depan ppn nya berapa? 11% atau 12%,-1,information,0.0
nanya perihal promo,-1,,
bisa diinformasikan biaya bulanan saya saat ini berapa?,0,information,0.0
berapa lama proses intalasinya?,-1,information,0.0
Mau bayar,-1,,
Bagaimana cara cek ping dan tracert apabila ada kendala akses website?,-1,information,0.0
"Tidak cukup, terima kasih",-1,,
Gimana promo nya,-1,,
mau tanya paket yang available apa ajaa ya?,0,information,0.0
sebutkan cara yang lengkap untuk pergantian data,-1,information,0.0
Dimana saya bisa mendapatkan username dan password untuk login ke my biznet tersebut?,-1,,
cara bayar biznet home ?,-1,information,0.0
Virtual account betapa,-1,,
kabel nya ada yang putus kaya nya min,-1,problem,2.0
ok terima kasih,-1,,
apa ada kontak sales yang bisa saya hubungi?,-1,information,0.0
"Kalau ada kendala akses aplikasi, apakah perlu cek ping dan tracert juga?",-1,information,0.0
bayar dengan cara di cicil apakah bisa ?,0,information,0.0
Terminate gimana?,-1,,
apakah ada promo 6+6?,0,information,0.0
ga punya akunnya,-1,,
bayar dengan cara hutang ?,-1,information,0.0
minta nomornya,-1,,
jadi bagaimana cara termudah untuk dapat saya order promo tersebt,-1,information,0.0
promo 2+1 saja,-1,,
"selain kartu kredit, pembayarannya bisa menggunakan apa aja ya?",0,information,0.0
saya tidak mau ribet,-1,,
Apakah ada promo 2+1,0,information,0.0
ada whatsappnya ga?,-1,,
bagaimana cek ping dan tracert aplikasi di android?,-1,information,0.0
mahal soalnya klo telp ke contact center,-1,,
pakai yang 0D bisa gak?,-1,,
Bisa di info aja nomor va buat bayar,-1,,
Untuk promo nya?,-1,,
apakah bisa untuk relokasi?,-1,information,0.0
kantor cabang di cibinong dimana?,-1,,
maksimal penarikan kabel berapa meter,-1,information,0.0
Promo 12+5,-1,,
"tidak ada paket 1B, adanya paket 1D?",-1,,
Username sama pass loginnya apa ?,-1,information,0.0
tolong di bantu promo 3+1,-1,,
tagihan di bayarin teman ?,-1,,
"masih kemahalan promonya, ada promo yang lebih murah nggk?",0,information,0.0
pembayarannya bisa di store terdekat gak?,-1,,
saya ada 7 perangkat aktif di rumah,-1,,
bagaimana kalo tagihan belum dibayarkan ?,0,information,0.0
saya mau promo yang 2+1 ada nggak?,0,information,0.0
"Siang, saya Ganjar saya mau berlangganan layanan internet dan TV untuk dirumah saya. Di Biznet ini layanannya apa saja ya?",0,information,0.0
"di my biznet no promo available, kenapa?",-1,,
Lambat internet,-1,problem,2.0
saya buka dari aplikasinya kok ada?,0,information,0.0
beda gini sih jawabannya,-1,,
Tidak jadi ikut promo,-1,,
Mau bulanan saja,-1,,
boleh dibantu promo apa saja yang berlaku?,0,information,0.0
kalau 1D gimana?,-1,,
"saya ingin melakukan pembayaran namun nama yang tertera pada virtual account saya tidak sesuai, saya harus bagaimana",-1,information,0.0
"ok, kalau tempat saya untuk rt rw net apa bisa dipasang?",-1,information,0.0
Speed test cuma dapat 10 mbps,-1,,
pembayarannya bisa di branch terdekat gak?,-1,,
pembayaran di tolak,-1,,
Bagaimana cara ganti ssid dan password wifi?,2,information,0.0
"terimakasih, siapa nama atasan anda ?",-1,,
Masih sama ini,-1,,
kalau untuk kantor apa bisa pakai biznet home?,0,information,0.0
Kenapa kendala terus ya ini,-1,,
tadi katanya nggak ada,-1,,
kalo sudah beberapa kali disambung gimana itu min kabel nya,-1,,
kalau ruko apa bisa pakai biznet home?,0,information,0.0
Coba cek sama minta teknisi cek ke rumah,-1,,
ada promo gak?,0,information,0.0
saya belum terbantu ini,-1,,
kalau metode pembayarannya bisa dengan apa saja?,0,information,0.0
cara pembayaran mebbunakan livin mandiri,-1,information,0.0
Langsung aja kirim teknisi,-1,,
cara bayar,-1,information,0.0
lebih baik ordernya lewat mana nih?,-1,,
lewat WA ini atau aplokasi saja?,-1,,
Saya sudah bayar tapi internetnya belum bisa digunakan. Kenapa ya?,0,information,0.0
berapa maksimal power modem min?,0,information,0.0
Klo ngga ada yg dateng,-1,,
Saya terminate aja lah,-1,,
pemasangan baru promo tahunan jadi berapa?,0,information,0.0
tagihan dan virtual account berbeda ?,-1,,
cara lain ada ngga,-1,information,0.0
"Boleh Kak, alamat rumah saya di Komplek Depnaker, Jl Parkit Blok C. 48, jaka setia, bekasi Selatan Kota Bekasi 17147",-1,,
saya kan punya id lain,-1,,
"Saya sudah bayar, kenapa masih ada tagihan di virtual account?",-1,,
dan info adik saya lagi kendala,-1,,
internet cepat tanpa FUP,-1,,
kalau dengan cicilan kartu kredit apakah bisa?,0,information,0.0
Saya mau bertanya,-1,,
"alamat saya belum tercover, harus gimana biar ke cover?",-1,,
mau terhubung ke CS,-1,,
kalau 9+3 jadi berapa?,-1,information,0.0
km namanya emang siapa ya?,-1,,
kalo internet saya sering lamabt knp?,0,information,0.0
Saya punya id lain,-1,,
Apakah bisa melakukan pembayaran dengan kartu kredit?,0,information,0.0
bantu aku donk,-1,,
promo untuk tahun depan apa ya?,0,information,0.0
Tolong diinformasikan paket layanan yang tersedia untuk rumah saya,-1,,
apa ada paket dengan tv?,0,information,0.0
tidak ada promo free biaya instalasi?,0,information,0.0
Formulir autodebet CC bisa didapat di mana?,-1,,
harganya berapa?,-1,information,0.0
koneksi dirumah saya lemot yah,-1,,
apa bisa mendaftarkan autodebet untuk pembayaran biznet?,0,information,0.0
bisa pakai STB merek lain?,-1,,
Saya mau yang layanan Home internet 1D,-1,,
saya minta info promo lagi dong,-1,,
Cara bayar tokopedia,-1,information,0.0
"kenapa gak bisa bantu cek, kan IDnya sudah saya info",-1,,
iya iya nggak usah di bom chat gtu dong,-1,,
status akunnya gimana?,0,information,0.0
"Saya tidak bisa bayat, Infonya no anda tidak terdaftar,",0,information,0.0
Internet saya ga bisa konek ke iphone kak,-1,,
mau order paket internet biznet di banten,-1,,
ada promo untuk iptv?,-1,,
"minta detail dan pastinya dong buat harga dari promo, lebih baik saya pilih ya mana nih?",-1,,
Saya membutuhkan layanan internet dengan penggunaan IP Static apakah Biznet menyediakan?,0,information,0.0
berapa hari estimasi pemasangan?,-1,information,0.0
ada daftar channel nya ga?,-1,,
kalau terdaftar autodebet apakah tetap bisa mengikuti promo?,0,information,0.0
apakah ada sales yang bisa saya hubungi?,-1,information,0.0
bagaimana cara untuk pemutusan jaringan?,0,information,0.0
mau tanya paket yang available apa ajaa yaa untuk area jakarta?,0,information,0.0
udh restart router masih sama,-1,,
ga ada HBO ya?,-1,,
ada nomor wa sales area gianyar?,-1,,
Saya gabisa bayar,-1,,
Kalau terdaftar autodebet bagaimana langkah untuk terminasi?,-1,information,0.0
di bogor apa bisa pasang IPTV nya saja tanpa internet,0,information,0.0
Saya ada kendala pembayaran,-1,,
bukannya promo 12+5 itu benarnya  12+6 ya,-1,,
jadi dari sini urang update informaisnya ya?,-1,,
"teman saya ada pakai biznet metronet, apa bisa dipasang biznet iptv di akunnya?",0,information,0.0
Kalau begitu cara pendaftaran layanan Biznet Home bagai mana?,0,information,0.0
biznet ada layanan apa saja?,0,information,0.0
Berapa lama proses terminasi?,-1,information,0.0
saya ada 2 router dengan 15 perangkat,-1,,
call center biznet home,-1,,
apakah tidak ada biaya waive untuk pinalty nya,-1,information,0.0
misal saya baut order berapa lama linknya bisa dibayar ya?,-1,information,0.0
Mau rubah password gimana caranya?,-1,,
promo yang available apa aja ya?,0,information,0.0
"Kalau sudah isi formulir terminasi namun ada tagihan masuk ke email, apa yang harus saya lakukan?",-1,information,0.0
