question,label,label_int
di bogor apa bisa pasang IPTV nya saja tanpa internet,information,0.0
"teman saya ada pakai biznet metronet, apa bisa dipasang biznet iptv di akunnya?",information,0.0
Kalau begitu cara pendaftaran layanan Biznet Home bagai mana?,information,0.0
biznet ada layanan apa saja?,information,0.0
Berapa lama proses terminasi?,information,0.0
apakah tidak ada biaya waive untuk pinalty nya,information,0.0
misal saya baut order berapa lama linknya bisa dibayar ya?,information,0.0
Mau rubah password gimana caranya?,request,1.0
promo yang available apa aja ya?,information,0.0
"Kalau sudah isi formulir terminasi namun ada tagihan masuk ke email, apa yang harus saya lakukan?",information,0.0
"Saya mau yang layanan Biznet Home Internet 1D, tolong saya diberikan detail harganya?",information,0.0
Tolong berikan saya detail harganya termasuk dengan PPN dengan sewa modem,information,0.0
berapa saja kecepatan paket biznet,information,0.0
kalau news ada apa aja?,information,0.0
router apa yg recomended?,information,0.0
"Saya mau yang dengan beli modem saja deh, tolong berikan detail harnganya Kak",information,0.0
kalau produk lainnya apa aja ya,information,0.0
Mau tau cara ganti password wifi gimana ya?,information,0.0
"saya mau pasang iptv, berapa harga untuk pemasangan paket iptv?",information,0.0
Untuk layanan internet dan TV d biznet apaan aja?,information,0.0
Kalo ganti password Wifi gimana?,information,0.0
Apakah ada promo berlangganan baru saat ini?,information,0.0
internet tidak bisa digunakan,information,0.0
Untuk area sumatra ada paket apa aja?,information,0.0
apa ada nat geo di chanel IPTV nya?,information,0.0
memang kapan masa tenggang akun gua?,information,0.0
"Boleh, tolong beritahu saya paket layanannya apa saja",information,0.0
Kalau mau tambah aku biznet baru dengan KTP yang sama apakah bisa?,information,0.0
saya mau chat dengan customer service,request,1.0
"iya kapan tanggalnya, butuh tanggal pastinya jatoh di tanggal berapa",information,0.0
Cara change data dong,information,0.0
sisa kuota saya brp?,information,0.0
Saya mau yang kombinasi paket internet dan IPTV,information,0.0
"Kalau ada kabel yang terputus, berapa lama tim teknisi akan datang melakukan perbaikan?",information,0.0
emang itu kalo nggak bayar bakal di ambil modemnya,information,0.0
saya mau ikut promo 8+4,request,1.0
saya taunya modem sajya sewa atau beli dimana?,information,0.0
Apakah layanan saya bisa dilakukan relokasi ke daerah sumatra barat?,information,0.0
"Kalau dalam waktu 1x24 jam tidak ada kunjungan tim teknisi, apakah akan ada kompensasi?",information,0.0
Kalo mau nambah IPTV gimana?,information,0.0
Mau change emial aku bisa ga di Biznet,information,0.0
Mau promo 12+5 ada ga?,request,1.0
"ya ga mau tau, saya kemarin ditawarin promo 8+4",request,1.0
apakah perlu hubungin Customer Service?,information,0.0
Tolong berikan saya detail harganya untuk paket internet dan IPTV,information,0.0
"Saya salah bayar ke nomor virtual account orang lain, apa yang harus saya lakukan?",information,0.0
Apa kesalahan bayar ke akun lain bisa direfund?,information,0.0
Kalo ganti paket gimana?,information,0.0
Untuk trasnfer bank ada bank apa saja?,information,0.0
apakah bisa mengganti email dan nomor hp di kaun?,information,0.0
apa bisa ganti kepemilikan biznet?,information,0.0
kalo mau ikut promo 3+1 gmn ya?,request,1.0
Apakah bisa mengganti nama menggunakan nama PT?,information,0.0
"Masa aktif masih 3 bulan lagi, mau change packet bisa min?",request,1.0
pembayaran apa saja yang disediakan oleh biznet,information,0.0
"Masa aktif masih 3 bulan lagi, mau ikut promo bisa?",request,1.0
Kalau saya tidak memiliki Bank dari ke-4 bank tersebut gimana? Saya punyanya bank BRI,information,0.0
nggak mau udahan aja ah,request,1.0
saya bisa dapet promo apa?,information,0.0
Untuk transfer antar bank ini menggunakan virtual account apa gimana?,information,0.0
saya mau *12+5 *,request,1.0
"Saya kan hanya puna Bank BRI saja, berati nanti saya transfernya ke Bank apa ya?",information,0.0
internet aku putus min tidak bisa dipakai,information,0.0
bagaiamana cara setting router?,information,0.0
Untuk layanan Biznet home ini ada kontrak berlangganannya ga?,information,0.0
saya mau promo 12+5,request,1.0
pembayaran biznet home bisa make bank apa aja ya??,information,0.0
Promo desember apa,information,0.0
Kalo modem dibawa pindah sendiri bisa ngga,information,0.0
Apabila saya berlangganan dengan sewa modem apakah nantinya bisa beli perangkat modem?,information,0.0
Apabila nanti saya terminasi lalu saya berlangganan lagi apakah bisa?,information,0.0
kalo saya bayar di jam 12 malam apakah bisa langsung aktit atau bertambah?,information,0.0
min internet saya mati,problem,2.0
Koneksi down,problem,2.0
internet saya mati nih,problem,2.0
interner down,problem,2.0
internet aku gabisa dipakai,information,0.0
down,problem,2.0
ini juga koneksi internetnya putus nyambung,information,0.0
ada promo apa?,information,0.0
Biznet Dedicated,information,0.0
saya mau tanya produk biznet home apa saja,information,0.0
saya mau ubah nama akun apakah bisa?,information,0.0
lagi ada promo apa min?,information,0.0
Biznet homr,information,0.0
mau tanya quota,request,1.0
Connection Down,problem,2.0
Apakah 2025 PPN biznet jadi 12%?,information,0.0
"saya mau yg gamers, apa bisa di pasang di toko saya?",information,0.0
Mau tanya inet saya down,problem,2.0
kalo saya mau relokasi gimana caranya?,information,0.0
mau cek sisa quota,request,1.0
caranya bagaimana,information,0.0
indikator modem jika down,problem,2.0
saya sudah restart tapi masih mati,problem,2.0
min internet mati,problem,2.0
bagaimana caranya login ke mybiznet ?,information,0.0
"Biznet Home, internet DOWN",information,0.0
saya mau tanya tentang promo,request,1.0
soalnya ini internet lambat,problem,2.0
internet saya slow pas beut nich. ads yang bisa tangani gk kawan?,problem,2.0
"saya perlu internet di rumah dan TV, apakah ada?",information,0.0
sudah di restart koneksi jadi mati,problem,2.0
saya mau ganti paket ke yg lebih murah gimana caranya?,information,0.0
untuk pembayaran apakah bisa ditangguhkan,information,0.0
layanan metronet itu apa,information,0.0
apa ada promo yg tersedia saat ini?,information,0.0
Indikator modem huwawei saya berwarna merah,information,0.0
sudah di restart tapi kendala lambat masih juga ya,problem,2.0
koneksi saya down,problem,2.0
apa ada IPTV?,information,0.0
ada paket apa saja IPTV?,information,0.0
berapa harga modem?,information,0.0
"halo, apa bisa dibantu untuk berlangganan",information,0.0
Hi bella saya ingin cek internet saya apakah aman di sistem?,information,0.0
Connection Slow,problem,2.0
saya ada kendala internet dilokasi tidak bisa digunakan dan ada loss merah,information,0.0
"hasil speed test cuma 10 mbps, memang berapa ya kecepatan layanan saya",information,0.0
saya mau tambah data nomor telp,request,1.0
terima kasih untuk ganti modem gimana,information,0.0
Pada point satu berapa lama diberikan waktunya?,information,0.0
"Kendala internet slow, gimana nih",problem,2.0
mau dong channel lengkapnya,request,1.0
Apakah modem Biznet sudah 1G,information,0.0
apakah mybiznet sudah tersedia di appstore atau playstore ?,information,0.0
"mau tanya paket promo yang tersedia skrg, tidak mau ke customer service",request,1.0
"Biznet Home,",information,0.0
harga modem berapa?,information,0.0
kapan mybiznet ada di appstore?,information,0.0
Saya tidak bisa melakukan pembayaran melalui Bank Danamon,information,0.0
untuk promo biznet home ada apa saja?,information,0.0
"Min internet saya putus sambung dari sore tadi, modem ga di otak atik",information,0.0
